NEVO-code,productnaam,energie_kcal,koolhydraten_g,eiwitten_g,vetten_g
1,Aardappelen rauw,88,19.0,2.0,0.0
2,Aardappelen nieuwe rauw,88,19.0,2.0,0.0
3,Aardappelen oude rauw,88,19.0,2.0,0.0
4,Pasta witte rauw,356,72.0,12.3,1.5
5,Rijst witte rauw,352,78.0,7.0,1.0
7,Andijvie rauw,16,1.0,1.5,0.3
8,Andijvie gekookt,22,2.3,1.4,0.5
9,Asperge witte rauw,22,3.0,1.0,0.3
10,Aubergine rauw,20,3.0,1.0,0.0
11,Aubergine gekookt,21,3.0,1.0,0.0
12,Biet rode rauw,38,6.0,1.7,0.1
13,Selderij bleek- gekookt,14,2.0,1.0,0.0
14,Kool bloem- rauw,25,3.0,1.9,0.2
15,Kool bloem- gekookt,22,1.8,1.8,0.4
16,Kool boeren- gekookt,33,1.0,2.7,1.3
17,Cantharel rauw,16,1.0,1.8,0.0
18,Cantharel gekookt,20,2.0,1.8,0.0
19,Champignon rauw,18,0.4,2.3,0.5
20,Champignon gekookt,21,0.4,3.8,0.3
21,Kool Chinese rauw,17,2.0,1.0,0.0
22,Kool Chinese gekookt,17,2.0,1.0,0.0
23,Doperwten rauw,65,10.0,4.0,0.0
24,Kool groene rauw,36,4.1,2.4,0.2
25,Kool groene gekookt,21,2.3,1.5,0.2
26,Selderij knol- gekookt,38,5.0,2.0,0.0
27,Komkommer z schil rauw,15,2.5,0.6,0.2
28,Komkommer gekookt,17,3.0,1.0,0.0
29,Koolraap gekookt,33,5.8,0.7,0.1
30,Koolrabi gekookt,31,4.0,2.0,0.3
31,Paprika groene rauw,19,2.5,0.8,0.1
32,Paprika groene gekookt,17,2.3,0.6,0.2
33,Rozijnen gedroogd,325,71.7,3.1,0.5
35,Peultjes rauw,33,5.0,2.0,0.0
36,Postelein gekookt,13,1.0,1.0,0.0
37,Prei gekookt,22,2.1,1.1,0.5
38,Raapstelen rauw,17,1.0,2.0,0.0
39,Raapstelen gekookt,17,1.0,2.0,0.0
40,Rabarber rauw,23,2.0,1.0,0.0
41,Kool rode rauw,27,3.0,2.0,0.0
42,Kool rode gekookt,23,3.0,1.3,0.0
45,Schorseneren rauw,76,15.0,1.0,1.0
46,Sla krop- rauw,13,0.3,1.4,0.4
47,Sla krop- gekookt,22,2.0,2.0,0.4
48,Snijbiet gekookt,29,3.0,3.0,0.0
49,Bonen snij- rauw,22,2.0,1.9,0.1
50,Bonen sperzie- rauw,25,1.8,2.3,0.2
51,Spinazie rauw,26,0.9,3.2,0.6
52,Spinazie gekookt,25,0.7,2.9,0.9
53,Kool spits- rauw,42,4.0,3.0,1.0
54,Kool spits- gekookt,21,1.6,1.1,0.6
55,Spruitjes gekookt,47,5.6,2.3,0.7
57,Mais suiker- gekookt,74,11.6,2.5,1.4
58,Tauge rauw,25,3.2,2.2,0.1
59,Tauge gekookt,17,1.7,1.8,0.1
60,Tomaat gewoon rauw,20,2.9,0.7,0.4
61,Tomaat gewoon gekookt,23,2.9,0.7,0.7
62,Bonen tuin- rauw,51,4.0,5.0,0.0
63,Ui rauw,37,6.3,1.3,0.2
64,Ui gekookt,35,6.3,1.0,0.2
65,Sla veld- rauw,18,0.5,2.6,0.2
67,Witlof rauw,19,2.4,1.3,0.2
68,Witlof gekookt,16,2.0,1.2,0.2
69,Kool witte rauw,30,4.0,2.0,0.0
70,Kool witte gekookt,16,1.8,0.9,0.0
71,Wortel rauw gem,32,5.3,0.8,0.3
72,Wortel gekookt gem,32,5.2,0.7,0.3
73,Kool zuur- rauw,13,0.6,1.1,0.0
74,Kool zuur- gekookt,14,1.0,0.9,0.0
75,Groente soep- rauw,32,4.6,1.5,0.2
80,Bloem rijste-,369,83.9,6.2,0.5
83,Ei kippen- rauw gem,132,0.2,12.3,9.1
84,Ei kippen- gekookt gem,128,0.0,12.3,8.8
85,Eidooier kippen- rauw,361,0.2,16.7,32.6
86,Eidooier kippen- gekookt,361,0.0,16.0,33.0
87,Eipoeder kippen-,574,3.0,46.0,42.0
95,Paardenvlees rauw,99,0.0,22.4,1.0
99,Schapenvlees >10 g vet rauw gem,293,0.0,17.0,25.0
105,Kalfshersenen rauw,108,0.0,9.0,8.0
106,Eend m vel rauw,388,0.0,13.1,37.3
107,Haas rauw,115,0.0,22.0,3.0
108,Kip m vel rauw,218,0.0,18.3,16.0
109,Konijn tam rauw,174,0.0,21.0,10.0
110,Konijn wild rauw,125,0.0,20.0,5.0
111,Mosselen gekookt,125,7.2,17.2,3.1
112,Paling rauw,372,0.0,14.0,35.1
113,Haring pan- rauw,199,0.0,16.0,15.0
114,Vis mager 0-5 g vet gem rauw,92,0.0,19.7,1.5
116,Vis vet >5 g vet gem rauw,242,0.3,17.2,19.1
117,Bonen witte/bruine gedroogd,314,44.2,20.1,2.4
118,Erwten groene gedroogd,315,43.0,21.0,2.0
119,Kapucijners gedroogd,305,43.0,20.0,1.5
120,Linzen groene en bruine gedroogd,306,43.0,21.0,1.5
121,Aardappelpuree vers bereid m halfvolle melk en margarine,83,13.9,2.2,1.8
122,Chips gem,538,52.3,6.3,32.8
124,Radijs rauw,22,4.0,1.0,0.0
125,Rammenas rauw,30,5.0,2.0,0.0
126,Sterkers rauw,15,0.0,2.0,0.0
127,Rauwkost gem,20,2.5,0.9,0.4
128,Peterselie vers,37,1.0,4.0,0.8
130,Asperge witte blik/glas,17,1.9,1.4,0.3
131,Augurk zuur,10,1.0,1.0,0.0
132,Augurk zoetzuur,27,5.3,0.8,0.0
133,Champignon blik/glas,19,0.5,2.2,0.4
134,Doperwten middelfijn blik/glas,94,14.0,5.0,1.0
135,Doperwten zeer fijn/extra fijn blik/glas,78,9.9,5.6,0.8
136,Doperwten m wortelen blik/glas,56,7.0,3.4,0.5
137,Olijven groen in water blik/glas,113,0.5,0.9,11.0
138,Bonen snij- blik/glas,20,2.3,1.1,0.3
139,Bonen sperzie- blik/glas,26,2.9,1.6,0.3
140,Spinazie blik/glas,31,1.3,3.2,0.9
141,Puree tomaten- geconcentreerd blik,87,15.5,4.5,0.0
142,Bonen tuin- blik/glas,73,8.5,5.8,0.6
143,Wortel blik/glas,29,5.3,0.7,0.2
144,Ui zilver- zoetzuur glas,34,6.9,0.6,0.1
145,Kool rode blik/glas,40,7.9,0.8,0.2
146,Spinazie diepvries gekookt,24,1.7,2.3,0.4
147,Appel z schil gem,55,12.0,0.2,0.1
148,Aardbeien,29,5.1,0.7,0.0
149,Abrikozen m schil,44,8.0,0.9,0.1
150,Ananas,54,12.0,0.5,0.1
151,Banaan,92,20.0,1.1,0.3
152,Bessen blauwe,52,11.0,0.7,0.0
153,Bessen rode,36,4.4,1.1,0.0
154,Bessen zwarte,53,8.0,0.9,0.0
155,Bessen bos-,30,6.0,0.6,0.0
156,Bessen vossen-,57,8.8,0.8,1.2
157,Bramen,37,5.1,0.9,0.2
158,Citroen,36,3.0,0.8,0.3
159,Cranberry vers,24,3.4,0.4,0.1
160,Druiven m schil gem,78,16.8,0.6,0.2
161,Frambozen,37,4.5,1.4,0.3
162,Grapefruit,37,6.6,0.9,0.0
163,Kersen zoete,57,11.5,0.9,0.4
164,Bessen kruis-,49,9.0,0.9,0.0
165,Mandarijn,46,9.9,0.7,0.1
166,Meloen net-,27,6.0,0.5,0.0
167,Kersen zure,52,11.0,1.0,0.0
168,Peer z schil,53,11.7,0.3,0.2
169,Perzik z schil,41,7.9,1.0,0.0
170,Pruimen m schil,40,7.3,0.8,0.0
171,Sinaasappel,48,7.9,0.8,1.0
172,Fruit vers citrus- gem,48,8.9,0.8,0.5
173,Fruit vers excl citrus- gem,63,13.5,0.7,0.2
174,Aardbeien op siroop blik/glas,71,16.9,0.5,0.0
175,Abrikozen gedroogd,285,59.0,5.0,0.0
176,Abrikozen op siroop blik/glas,69,16.1,0.4,0.1
177,Ananas op siroop blik/glas,69,16.1,0.3,0.1
178,Appeltjes gedroogd,292,65.0,2.0,0.5
179,Appelmoes blik/glas,76,17.6,0.2,0.1
180,Bessen bos- op siroop blik/glas,66,15.1,0.3,0.3
181,Dadels gedroogd,305,70.5,2.0,0.0
182,Frambozen op siroop blik/glas,71,15.7,0.5,0.3
183,Fruitcocktail op siroop blik/glas,75,17.3,0.4,0.0
184,Kersen op siroop blik/glas,63,14.2,0.6,0.3
185,Krenten gedroogd,326,75.0,2.0,0.0
186,Mandarijnen op siroop blik/glas,59,14.0,0.5,0.0
187,Peren gedroogd,287,65.0,2.0,0.0
188,Peren op siroop blik/glas,64,14.7,0.3,0.0
189,Perziken op siroop blik/glas,62,14.6,0.4,0.0
190,Pruimen gedroogd,199,47.9,1.6,0.4
191,Pruimen op siroop blik/glas,65,15.5,0.3,0.0
192,Tuttifrutti gedroogd,256,56.1,2.7,0.3
193,Vijgen gedroogd,259,54.1,3.3,0.9
194,Vruchten op siroop gem blik/glas,65,15.0,0.3,0.1
195,Babyvoeding fruit 8 mnd,74,17.1,0.6,0.1
196,Kapucijners blik/glas,108,14.8,7.1,0.8
197,Bonen witte in tomatensaus blik/glas,101,15.2,5.7,0.6
198,Noten amandelen z vliesje ongezouten,631,7.1,21.7,55.8
199,Noten cashew- ongezouten,615,20.8,21.2,48.9
200,Noten hazel- ongezouten,670,4.8,16.4,63.0
201,Kastanje rauw,189,35.0,4.0,2.7
202,Kokosnootvlees,406,3.0,4.0,40.0
203,Noten para- ongezouten,687,2.6,14.3,67.1
204,Pinda's ongezouten,627,11.8,25.2,51.7
205,Studentenhaver,496,38.0,11.0,32.1
206,Noten wal- ongezouten,706,5.1,15.9,68.1
207,Noten gemengd ongezouten,658,8.9,18.1,59.6
208,Meel boekweit-,344,64.5,12.8,2.8
209,Ontbijtproduct Cornflakes Kellogg's,378,84.0,7.0,0.9
210,Custardpoeder,352,86.0,0.4,0.7
212,Gort parel- rauw,335,63.5,9.1,2.0
213,Vlokken haver-,366,59.2,12.8,6.2
215,Maizena,354,86.9,0.3,0.4
216,Puddingpoeder voor kookpudding,374,93.0,0.2,0.1
217,Bloem rogge-,332,69.0,5.8,1.2
218,Meel rogge-,314,56.6,9.1,1.5
219,Tapioca parels droog,354,87.8,0.2,0.0
220,Bloem tarwe-,345,71.3,10.2,1.2
222,Meel tarwe- volkoren,344,65.3,11.6,1.7
223,Bindmiddel gem,344,71.7,9.8,1.1
224,Ontbijtproduct Olvarit pap fijne granen 6+ mnd,367,69.6,12.4,2.1
225,Volkoren graanontbijt,349,64.0,14.0,1.9
226,Aardappelzetmeel,327,81.1,0.3,0.2
227,Beschuit naturel,408,76.1,14.1,4.7
228,Cracker cream-,448,68.8,9.1,14.5
229,Knackebrod gem,376,63.6,11.6,5.6
230,Tarwebroodje wit zacht,262,46.1,9.7,3.5
231,Kiemen tarwe-,346,27.8,29.2,9.5
232,Broodje koffie-,349,48.4,5.8,14.1
233,Tarwekrentenbrood wit,273,53.3,7.8,2.4
234,Biscuit baby- Liga Baby 6-12 mnd,394,73.5,6.5,7.6
235,Biscuit dreumes- Liga Kind 12-36 mnd,411,71.0,8.5,9.4
236,Tarwebrood bruin,239,43.3,9.9,1.8
238,Cracker Matzes,376,78.8,11.0,1.0
240,Koek ontbijt-,308,69.5,3.0,1.2
241,Tarwebrood wit melk,257,47.9,9.6,2.4
242,Roggebrood volkoren,193,35.6,5.6,1.3
243,Roggetarwebrood bruin,233,42.8,8.2,1.5
244,Tarwerozijnenbrood wit ,272,52.2,7.7,2.7
246,Tarwebrood volkoren gem v fijn en grof,235,39.0,11.1,2.3
248,Tarwebrood wit water,248,48.1,9.0,1.6
249,Tarwemoutbrood bruin,249,46.6,9.4,1.9
250,Broodje amandel- (v bladerdeeg),393,38.6,6.9,23.0
251,Taart appel- v zandtaartdeeg z roomboter,226,31.9,3.4,9.0
252,Biscuit,437,75.5,7.6,11.0
253,Cake z roomboter,397,42.8,5.6,22.3
254,Koek eier-,307,66.8,5.9,1.4
255,Taart slagroom-,316,31.4,4.6,18.9
256,Taart creme au beurre-,431,44.0,3.6,26.6
257,Koek gevulde gem,411,59.9,6.4,15.8
258,Koekje gem,475,65.2,5.7,20.7
259,Kokosmakronen,455,59.0,4.0,21.2
260,Lange vingers,402,84.8,7.2,3.5
261,Speculaas gem,469,65.1,5.0,20.3
262,Sprits m roomboter,493,50.5,4.8,29.8
263,Biscuit tarwe-/volkoren-,459,70.7,7.8,14.9
264,Biscuit zoute,472,56.7,8.1,23.0
265,"Bladerdeeg z roomboter, bereid",499,46.3,7.9,31.0
266,Broodje saucijzen-,356,28.5,7.2,23.4
267,Pepsels,382,69.5,11.9,5.3
269,Kroepoek naturel,516,62.0,3.5,28.0
270,Melk rauwe,71,4.4,3.4,4.4
271,Melk koffie- Becel,112,11.0,7.1,4.4
272,Melk chocolade- volle,82,10.7,3.3,2.8
273,Melk chocolade- magere,62,11.4,3.3,0.3
274,Creamer koffie-,560,58.4,2.1,35.3
276,Vla chocolade- volle,88,13.4,2.4,2.6
278,Yoghurt volle,56,3.4,3.8,2.7
279,Melk volle,61,4.5,3.3,3.4
280,Melk koffie- volle,145,11.4,7.5,7.7
281,Melk gecondenseerde m suiker,330,54.7,8.1,8.8
282,Vla vanille- volle,86,12.8,2.3,2.8
284,Yoghurt vruchten- magere,67,12.4,3.0,0.2
285,Melk koffie- halfvolle,110,11.2,7.0,4.1
286,Melk halfvolle,45,4.7,3.4,1.4
288,Pap havermout- bereid m volle melk ongezoet,94,10.3,4.3,3.7
289,Melk karne-,30,3.6,3.0,0.2
290,Pap karnemelkse bloem-,52,7.8,3.7,0.5
291,Topping m suiker poeder Klop-Klop,535,63.4,4.4,29.3
292,Melk koffie- magere,57,4.3,9.9,0.0
293,Room koffie-,210,3.8,3.3,20.2
294,Melk magere,35,4.9,3.7,0.1
295,Melkpoeder magere,349,50.5,35.4,0.6
296,Melkpoeder volle,478,37.0,23.9,26.0
297,Melk moeder-,66,7.4,1.1,3.5
298,Pap rijste-,86,12.0,3.1,2.9
299,Room slag- onbereid,339,3.1,2.3,35.3
300,Yoghurt Bulgaarse volle,77,4.5,4.5,4.3
301,Yoghurt magere,37,4.0,4.1,0.2
303,IJs room/vanille- gem,216,25.3,2.9,11.3
304,Kaas strooi- Zwitserse,228,0.0,55.0,0.7
305,Kwark magere,51,3.8,8.4,0.0
306,Kwark halfvolle,77,4.0,7.5,3.2
307,Kwark volle,118,3.6,7.5,8.0
308,Olie arachide-,900,0.0,0.0,100.0
310,Boter ongezouten,737,1.1,0.7,81.2
313,Olie soja-,894,0.0,0.3,99.2
314,Vet varkens- uitgesmolten,900,0.0,0.0,100.0
315,Vet rund- uitgesmolten,891,0.0,0.0,99.0
317,Olie zonnebloem-,897,0.0,0.3,99.5
319,Cornedbeef,208,0.9,24.3,11.9
320,Fazant rauw,223,0.0,31.0,11.0
322,Frikandel bereid m vloeibaar frituurvet,251,6.7,13.8,18.4
324,Worst rook- gekookt gem,304,2.6,14.1,26.3
326,Kroket vlees- bereid m vloeibaar frituurvet,272,20.9,8.9,16.6
328,Ham rauwe,188,1.2,24.6,9.5
330,Kalkoen rauw,141,0.0,21.8,6.0
333,Lever runder- gekookt (vleeswaar),133,2.0,20.0,5.0
334,Lever varkens- gekookt (vleeswaar),132,3.9,19.8,4.1
335,Pastei lever-,318,1.7,14.2,28.3
336,Luncheon meat blik,279,3.3,12.9,23.8
337,Patrijs rauw,248,0.0,35.0,12.0
338,Pekelvlees,184,0.1,17.3,12.7
339,Ree wild rauw,122,0.0,22.4,3.6
340,Runderrookvlees,108,0.5,22.0,2.0
343,Spek rook- vet rauw,678,0.0,5.0,73.2
344,Vleeswaren gem,239,2.7,16.6,17.9
347,Bokking gerookt,242,0.3,20.8,17.5
348,Garnalen Hollandse gekookt,94,0.1,19.8,1.6
349,Haringfilet in tomatensaus blik,201,5.4,12.0,14.6
350,Haring gezouten,172,2.8,17.6,10.1
351,Krab in water blik,85,0.0,18.1,1.4
352,Kreeft gekookt,86,0.0,19.7,0.8
353,Makreel rauw,233,0.0,18.0,17.9
354,Oesters,57,4.0,6.0,1.9
355,Sardines in olie blik,231,0.0,21.7,16.0
356,Lever schelvis- blik,409,0.0,7.0,42.3
357,Stokvis geweekt,138,0.0,32.5,0.9
358,Eiwit kippenei rauw,44,0.4,10.5,0.0
369,Loempia gefrituurd in plantaardige olie,181,18.6,7.1,8.2
372,Babyvoeding maaltijd 8 mnd,74,9.7,3.4,2.1
374,Suiker basterd- bruine,396,99.0,0.0,0.0
375,Suiker basterd- witte,396,99.0,0.0,0.0
377,Suiker kristal-,400,100.0,0.0,0.0
378,Stroop keuken-,328,82.0,0.0,0.0
381,Stroop suiker-,300,75.0,0.0,0.0
382,Advocaat,236,23.6,4.3,3.2
383,Sap appel-,46,11.2,0.1,0.0
385,Vruchtendrank rode bessen,57,14.0,0.0,0.0
386,Jenever bessen-,184,18.0,0.0,0.0
387,Vruchtendrank zwarte bessen,61,15.0,0.0,0.0
388,Sap rode bessen-,42,10.0,0.2,0.0
389,Bier oud bruin,38,5.5,0.5,0.0
390,Bier pils,44,3.0,0.4,0.0
391,Brandewijn,231,0.0,0.0,0.0
392,Campari,180,10.0,0.0,0.0
393,Jenever citroen-,180,3.0,0.0,0.0
394,Cognac,224,0.0,0.0,0.0
395,Frisdrank m suiker m cafeine,41,10.4,0.0,0.0
396,Sap druiven-,65,15.9,0.2,0.0
399,Vruchtendrank frambozen,57,14.0,0.0,0.0
400,Frisdrank m suiker z cafeine,37,9.2,0.0,0.0
401,Jenever jonge,196,0.0,0.0,0.0
402,Jenever oude,200,1.0,0.0,0.0
403,Likeur 15-25 vol% alc,242,29.0,0.0,0.0
405,Muskaatwijn,162,13.7,0.0,0.0
407,Port,156,13.0,0.0,0.0
408,Rum,234,0.0,0.0,0.0
409,Sherry,111,3.2,0.0,0.0
410,Sap sinaasappel- gepasteuriseerd,45,9.5,0.6,0.1
413,Sap tomaten-,16,3.2,0.7,0.0
415,Vermouth zoete,150,16.5,0.0,0.0
416,Vieux,200,1.0,0.0,0.0
417,Limonade vruchten- m suiker,41,10.3,0.0,0.0
421,Whisky,245,0.0,0.0,0.0
422,Wijn rode,76,0.2,0.1,0.0
423,Wijn witte droge,67,0.6,0.1,0.0
425,Frisdrank Rivella,4,1.0,0.0,0.0
427,Stroop appel- rinse,280,65.9,1.8,0.0
428,Saus barbecue-,95,22.2,0.9,0.1
429,Bouillonblokje,273,21.2,8.1,17.2
430,Cacaopoeder,379,10.5,18.5,21.7
431,Chocolade melk-,548,52.0,7.0,34.1
432,Chocolade puur,531,46.7,6.5,33.7
433,Vlokken chocolade- melk,454,72.0,5.8,15.0
434,Boter chocolade-,515,53.6,1.6,32.2
435,Vlokken chocolade- puur,444,67.0,5.2,15.5
436,Pasta chocolade- hazelnoot,562,53.9,5.7,35.3
437,Saus cocktail/party/tafel- 25% olie,293,13.7,0.7,26.1
439,Gelatine,352,0.0,88.0,0.0
440,Gember op siroop blik/glas,288,69.0,1.8,0.0
441,Gistextract Marmite,238,19.2,38.4,0.1
442,Hagelslag vruchten-,393,98.2,0.1,0.0
443,Honing,321,80.0,0.3,0.0
444,Pasta chocolade- puur,575,51.4,3.0,38.6
445,Jam,248,60.8,0.3,0.1
446,Kauwgom,280,70.0,0.0,0.0
447,Kauwgom z suiker,171,66.4,0.1,0.6
449,Kokosbrood,426,58.7,3.2,18.6
450,Zuurtjes,380,95.0,0.0,0.0
451,Mayonaise,664,3.6,1.1,71.6
453,Pepermunt,395,98.2,0.6,0.0
454,Piccalilly,53,8.2,1.3,1.3
455,Pindakaas,654,10.0,22.5,56.4
457,Jam rozenbottel- m vit C,260,62.0,1.8,0.3
458,Saus sla- 25% olie,278,8.9,0.4,26.7
461,Toffee,401,85.6,0.6,6.2
462,Ketchup tomaten-,77,17.7,1.0,0.0
463,Siroop vruchtenlimonade-,233,58.2,0.0,0.0
464,Broodbeleg zoet gem,422,64.2,3.0,16.5
465,Saus frites- 25% olie,296,12.0,0.5,27.3
466,Saus frites- 35% olie,375,12.0,0.7,36.0
467,Pannenkoek huishoudelijk bereid m margarine,206,29.2,8.3,5.8
468,Tompouce,315,36.5,3.8,16.9
469,Babi pangang z rijst,131,6.7,10.2,7.0
470,Bami goreng z ei,168,26.3,6.6,3.8
471,Nasi goreng m ei,144,22.4,4.4,3.9
472,Tjap tjoi z rijst,61,3.2,3.9,3.4
473,Foe yong hai z rijst,96,4.6,4.8,6.2
474,Oliebol gevuld m krenten en rozijnen,259,37.9,5.9,8.7
475,Lever kippen- rauw,128,1.0,19.1,5.4
479,Melk karne- m vruchten,51,8.2,3.3,0.5
480,Biscuit fourre omhuld m chocolade,500,67.7,5.4,22.6
481,Koek Bastogne,493,72.2,4.9,20.1
482,Spekkie,334,78.3,4.1,0.4
484,Spread fruit- minder suiker,118,27.7,0.5,0.2
485,IJs room/vanille- cornet m chocola en nootjes,302,38.9,3.9,14.3
486,Vlaai vruchten-,228,41.6,2.9,5.1
487,Candybar Mars,449,70.2,4.1,16.6
488,Puddingpoeder instant chocolade,363,80.0,3.4,2.2
489,Vlaai rijste-,211,34.5,4.5,6.0
497,Siroop vruchtenlimonade- vruchtenmix m rozenbottel,185,45.6,0.3,0.0
498,Siroop vruchtenlimonade- Roosvicee Fruitkracht Ferro,222,55.2,0.2,0.0
500,Siroop vruchtenlimonade- Roosvicee Fruitkracht Pruimen,225,56.0,0.2,0.0
511,Kaas Edammer 40+,324,0.0,25.5,24.3
513,Kaas Goudse 48+ gem,370,0.0,22.9,30.6
514,Kaas 20+ Leidse/Friese nagel-,240,0.0,33.1,11.9
515,Kaas smeer- volvet 48+,260,2.1,13.4,21.7
516,Kaas smeer- 40+,227,2.0,16.0,17.0
517,Kaas smeer- 20+,137,1.7,17.2,6.8
520,Drop zoute,330,68.1,12.2,0.2
521,Drop dubbelzoute,330,68.1,12.2,0.2
522,Drop zoete,333,74.6,7.3,0.4
523,Stophoest,396,98.4,0.6,0.0
524,Chocolade in krokant suikerlaagje M&M's,487,68.6,4.6,20.7
525,Candybar Milky Way,448,71.9,4.0,15.9
526,Candybar Bounty,486,58.3,3.7,26.1
528,Candybar Snickers,484,60.2,8.7,22.9
530,Bakmix voor pannenkoeken,332,68.1,9.5,1.3
531,Bakmix voor poffertjes,329,68.0,9.3,1.1
532,Pudding chocolade-,112,19.3,3.4,2.0
535,Cacaopoeder gezoet,376,80.6,4.5,2.6
538,Rabarbermoes m suiker,82,19.0,0.5,0.0
539,Dessertsaus vruchten-,189,46.3,0.3,0.1
540,Dessertsaus chocolade-,269,60.8,2.1,1.9
541,Pindakaas m stukjes pinda,651,15.0,20.0,55.0
546,Noten borrel-,532,43.7,13.2,32.7
548,Saus schaschlik-,109,25.9,0.8,0.0
555,Topping m suiker opgeklopt Klop-Klop,111,12.5,3.5,5.2
556,Kaas Camembert 45+,306,0.0,25.0,22.8
557,Selderij bleek- rauw,14,2.0,1.0,0.0
558,Selderij knol- rauw,38,5.0,2.0,0.0
559,Koolraap rauw,30,5.0,0.7,0.1
560,Koolrabi rauw,31,4.7,0.9,0.3
561,Postelein rauw,13,1.0,1.0,0.0
562,Prei rauw,28,3.5,1.5,0.2
563,Snijbiet rauw,29,3.0,3.0,0.0
564,Spruitjes rauw,46,5.6,2.3,0.7
566,Worst knak- blik/glas,201,3.8,12.0,15.4
567,Worst boterham-,306,3.5,11.6,26.9
568,Worst bloed-,386,9.5,12.4,32.6
570,Candybar Nuts,497,62.3,4.6,24.8
575,Spread sandwich- naturel,235,14.0,1.6,19.0
577,Salade huzaren-,149,13.7,2.1,9.1
583,Ketchup hot chilli,101,23.3,1.2,0.1
584,Ketchup curry-,129,29.9,0.8,0.3
590,Zemelen tarwe-,274,20.5,15.4,4.4
591,Ontbijtproduct All-Bran Plus Kellogg's,334,48.0,14.0,3.5
593,Kaas Brie 50+,318,0.0,23.0,25.1
595,Cacaoproduct poeder Ovomaltine,370,75.0,11.2,1.7
596,Knackebrod goudbruin,410,72.3,12.3,6.6
598,Water 0-50 mg calcium p liter,0,0.0,0.0,0.0
599,Water 50-100 mg calcium p liter,0,0.0,0.0,0.0
600,Water >100 mg calcium p liter,0,0.0,0.0,0.0
601,Olie olijf-,900,0.0,0.0,100.0
602,Zalm blik,146,0.0,20.4,7.2
603,Paling gerookt,351,0.0,19.1,30.5
604,Makreel gestoomd,315,0.5,19.5,26.1
605,Krentjebrij Bessola,75,17.0,0.6,0.3
606,Olie Becel Blend Classic,900,0.0,0.0,100.0
607,Olie saffloer-,900,0.0,0.0,100.0
608,Olie mais/maiskiem-,900,0.0,0.0,100.0
609,Nasischijf diepvries gefrituurd in plantaardige olie,298,30.7,5.8,16.7
610,Bamibal gefrituurd in plantaardige olie,275,30.0,7.0,14.0
616,Saus sate- kant-en-klaar bereid,247,23.5,7.5,13.2
618,Zoutje luchtig aardappelbasis Nibb-it,482,65.0,3.3,22.5
619,Zoutje aardappel- Wokkels,493,69.0,3.4,22.0
620,Fritessticks gem,522,60.5,6.5,27.5
621,Pinda's omhuld m chocolade in krokant suikerlaagje M&M's,511,59.1,9.8,25.3
622,Puddingpoeder instant overige smaken,387,94.0,0.2,1.1
630,Popcorn naturel gepoft z olie,386,72.0,13.0,4.0
633,Bokkenpootje,454,61.6,5.5,20.3
634,Koek kokos-,517,53.0,6.0,30.8
635,Koekje krakeling,497,61.1,6.7,24.8
636,Koek muesli-,394,54.1,6.5,16.1
638,Worst cervelaat-,375,1.3,17.8,33.0
639,Spek ontbijt-,312,0.5,15.7,27.5
640,Worst lever-,294,1.8,14.5,25.3
641,Bacon,188,0.5,18.5,12.4
642,Pate room-,360,5.7,9.6,33.0
643,Casselerrib gerookt/gekookt,130,2.8,18.3,5.1
644,Koffie bereid,1,0.1,0.2,0.0
645,Thee bereid,0,0.0,0.0,0.0
650,Kool rode m appeltjes diepvries gekookt,57,9.9,1.1,1.0
651,Spinazie a la creme diepvries gekookt,44,0.8,2.9,3.0
653,Ontbijtproduct Rice Krispies Kellogg's,389,86.0,7.0,1.2
654,Kaas huttenkase,92,2.3,11.2,3.9
655,Beschuit volkoren/meergranen,394,69.0,14.0,5.0
657,Yoghurtdrank,57,12.0,1.6,0.1
658,Rijst witte gekookt,146,32.2,3.2,0.3
659,Pasta witte gem gekookt,142,27.7,5.1,0.9
660,Bonen bruine blik/glas,120,18.0,6.5,0.7
664,Sap grapefruit-,34,7.3,0.5,0.0
665,Banaan bak- rijp rauw,138,32.0,1.3,0.0
667,Cassave rauw,142,33.5,0.6,0.2
668,Taro rauw,119,26.2,1.4,0.2
669,Yam rauw,124,28.2,1.5,0.3
670,Pomtajer rauw,136,31.0,2.0,0.0
671,Aardappel zoete rauw,91,19.7,1.2,0.3
672,Agoemawiwiri rauw,60,7.0,5.0,1.0
673,Amsoi rauw,32,3.2,2.5,0.3
674,Antroewa rauw,30,6.0,1.0,0.0
675,Dagoeblad rauw,34,5.0,3.0,0.0
676,Kaisoi rauw,32,5.0,3.0,0.0
677,Klaroen rauw,56,7.0,4.0,1.0
679,Kousenband rauw,43,7.0,3.0,0.0
680,Okra rauw,23,1.8,1.9,0.2
681,Poeng rauw,31,6.0,1.0,0.0
682,Pompoen rauw,14,2.0,0.7,0.2
683,Sopropo rauw,15,0.9,1.0,0.2
684,Tajerblad rauw,19,2.0,2.0,0.0
685,Bonen black eyed gedroogd,367,62.0,23.0,2.0
686,Erwten split- gele/groene gedroogd,359,61.0,22.0,2.0
689,Avocado,186,1.8,2.0,18.4
690,Guave (met roze vruchtvlees),75,10.9,2.6,1.0
691,Limoen,41,7.7,0.7,0.2
692,Mango,66,14.3,0.6,0.2
693,Papaja,39,7.8,0.5,0.3
694,Tamarinde,301,72.0,3.0,0.0
695,Meel cassave-,354,82.7,0.9,0.5
696,Meel mais-,363,76.7,6.1,1.7
